Date,White,Black,Result,WhiteElo,BlackElo,Opening,Termination,Moves_uci_format,Moves_pgn_format,MoveTimes,Score,Opening_move,Endgame_moves,Middlegame_moves,Opening_moves,Endgame_moves_pgn_format
2024.11.21,andrea_spagnolo,shamsir,1/2-1/2,1595,1606,English Opening,Time forfeit,c2c4 d7d6 b1c3 g7g6 g2g3 f8g7 f1g2 c7c6 e2e3 g8f6 d2d4 d8b6 b2b3 b8d7 g1f3 e8g8 e1g1 f6e8 c1b2 d7f6 a2a4 c8g4 a4a5 b6b4 a1a4 g4f3 g2f3 b4a4 b3a4 e8c7 d1b3 a8b8 b2a3 a7a6 c4c5 d6d5 e3e4 e7e6 e4d5 e6d5 f1e1 f6e8 b3b1 g7d4 a3b2 c7e6 b1c1 e6c5 b2a3 c5d3 c1d1 d4f2 g1g2 d3e1 g2f2 e1f3 d1f3 d5d4 c3e4 f7f5 a3f8 f5e4 f3f4 e4e3 f2e2 b8d8 f8e7 d4d3 e2e3 e8f6 e7f6 d8f8 f4c7 f8f6 e3d3 f6f7 c7d8 g8g7 d8h4 g7g8 g3g4 g8g7 h4e1 g7g8 h2h3 f7d7 d3c2 d7f7 e1b4 g8g7 b4c3 g7g8 c3b3 g8g7 c2d3 f7f3 d3e4 f3b3 e4e5 b3a3 e5d6 a3a4 d6c7 a4a5 c7b7 a5b5 b7c6 g7f6 c6d6 f6g5 d6c6 g5h4 c6d6 h4h3 d6c6 h3g4 c6c7 h7h5 c7c6 h5h4 c6d6 h4h3 d6e6 h3h2 e6f6 h2h1q f6g6 h1f1 g6g7 b5b6 g7h7,c4 d6 Nc3 g6 g3 Bg7 Bg2 c6 e3 Nf6 d4 Qb6 b3 Nbd7 Nf3 O-O O-O Ne8 Bb2 Ndf6 a4 Bg4 a5 Qb4 Ra4 Bxf3 Bxf3 Qxa4 bxa4 Nc7 Qb3 Rab8 Ba3 a6 c5 d5 e4 e6 exd5 exd5 Re1 Nfe8 Qb1 Bxd4 Bb2 Ne6 Qc1 Nxc5 Ba3 Nd3 Qd1 Bxf2+ Kg2 Nxe1+ Kxf2 Nxf3 Qxf3 d4 Ne4 f5 Bxf8 fxe4 Qf4 e3+ Ke2 Rd8 Be7 d3+ Kxe3 Nf6 Bxf6 Rf8 Qc7 Rxf6 Kxd3 Rf7 Qd8+ Kg7 Qh4 Kg8 g4 Kg7 Qe1 Kg8 h3 Rd7+ Kc2 Rf7 Qb4 Kg7 Qc3+ Kg8 Qb3 Kg7 Kd3 Rf3+ Ke4 Rxb3 Ke5 Ra3 Kd6 Rxa4 Kc7 Rxa5 Kxb7 Rb5+ Kxc6 Kf6 Kd6 Kg5 Kc6 Kh4 Kd6 Kxh3 Kc6 Kxg4 Kc7 h5 Kc6 h4 Kd6 h3 Ke6 h2 Kf6 h1=Q Kxg6 Qf1 Kg7 Rb6 Kh7,"['0:10:00', '0:10:00', '0:09:58', '0:09:59', '0:09:58', '0:09:58', '0:09:56', '0:09:57', '0:09:50', '0:09:55', '0:09:49', '0:09:46', '0:09:47', '0:09:35', '0:09:46', '0:09:28', '0:09:44', '0:09:20', '0:09:38', '0:09:18', '0:09:28', '0:09:15', '0:09:25', '0:09:06', '0:09:11', '0:09:03', '0:09:04', '0:08:38', '0:09:01', '0:08:26', '0:08:35', '0:08:19', '0:08:13', '0:08:17', '0:08:12', '0:08:07', '0:08:06', '0:07:52', '0:07:57', '0:07:50', '0:07:56', '0:07:11', '0:07:38', '0:07:06', '0:07:30', '0:06:58', '0:07:00', '0:06:36', '0:06:49', '0:05:54', '0:04:16', '0:05:28', '0:04:01', '0:04:15', '0:03:55', '0:04:07', '0:03:47', '0:03:32', '0:03:37', '0:03:20', '0:03:06', '0:03:09', '0:02:31', '0:02:44', '0:02:24', '0:02:40', '0:02:01', '0:02:16', '0:01:53', '0:01:09', '0:00:51', '0:00:46', '0:00:28', '0:00:42', '0:00:25', '0:00:39', '0:00:21', '0:00:37', '0:00:19', '0:00:35', '0:00:17', '0:00:34', '0:00:17', '0:00:32', '0:00:16', '0:00:30', '0:00:15', '0:00:28', '0:00:15', '0:00:26', '0:00:13', '0:00:24', '0:00:13', '0:00:22', '0:00:12', '0:00:20', '0:00:12', '0:00:19', '0:00:10', '0:00:19', '0:00:10', '0:00:18', '0:00:10', '0:00:17', '0:00:10', '0:00:13', '0:00:10', '0:00:10', '0:00:08', '0:00:09', '0:00:08', '0:00:08', '0:00:07', '0:00:08', '0:00:07', '0:00:07', '0:00:07', '0:00:06', '0:00:06', '0:00:06', '0:00:05', '0:00:06', '0:00:05', '0:00:05', '0:00:05', '0:00:04', '0:00:05', '0:00:02', '0:00:04', '0:00:02', '0:00:02']","[7, 33, 34, 51, 26, 37, 23, 57, 19, 23, 21, 51, 59, 82, 57, 45, 39, 123, 96, 102, 63, 121, 127, 599, 626, 671, 652, 660, 619, 636, 588, 596, 611, 680, 662, 644, 481, 589, 551, 566, 512, 577, 498, 511, 466, 476, 449, 510, 351, 352, 367, 366, 353, 376, 385, 381, 378, 501, 491, 565, 559, 570, 605, 694, 554, 729, 776, 777, 824, 928, 552, 956, 618, 623, 570, 585, 581, 586, 537, 584, 546, 544, 540, 577, 540, 591, 507, 543, 524, 543, 546, 551, 530, 548, -503, -555, -824, -875, -888, -787, -902, -818, -824, -797, -896, -777, -805, -828, -852, -1041, -1089, -1123, -1135, -9982, -9989, -9989, -9989, -9993, -9993, -9994, -9994, -9995, -9995, -9996, -9996, -9997, -9997, -9998, -9998, -9998, -9998]",c2c4 d7d6 b1c3 g7g6 g2g3 f8g7 f1g2 c7c6 e2e3 g8f6 d2d4 d8b6 b2b3 b8d7 g1f3 e8g8 e1g1 f6e8 c1b2 d7f6 ,d1f3 d5d4 c3e4 f7f5 a3f8 f5e4 f3f4 e4e3 f2e2 b8d8 f8e7 d4d3 e2e3 e8f6 e7f6 d8f8 f4c7 f8f6 e3d3 f6f7 c7d8 g8g7 d8h4 g7g8 g3g4 g8g7 h4e1 g7g8 h2h3 f7d7 d3c2 d7f7 e1b4 g8g7 b4c3 g7g8 c3b3 g8g7 c2d3 f7f3 d3e4 f3b3 e4e5 b3a3 e5d6 a3a4 d6c7 a4a5 c7b7 a5b5 b7c6 g7f6 c6d6 f6g5 d6c6 g5h4 c6d6 h4h3 d6c6 h3g4 c6c7 h7h5 c7c6 h5h4 c6d6 h4h3 d6e6 h3h2 e6f6 h2h1q f6g6 h1f1 g6g7 b5b6 g7h7,a2a4 c8g4 a4a5 b6b4 a1a4 g4f3 g2f3 b4a4 b3a4 e8c7 d1b3 a8b8 b2a3 a7a6 c4c5 d6d5 e3e4 e7e6 e4d5 e6d5 f1e1 f6e8 b3b1 g7d4 a3b2 c7e6 b1c1 e6c5 b2a3 c5d3 c1d1 d4f2 g1g2 d3e1 g2f2 e1f3,c2c4 d7d6 b1c3 g7g6 g2g3 f8g7 f1g2 c7c6 e2e3 g8f6 d2d4 d8b6 b2b3 b8d7 g1f3 e8g8 e1g1 f6e8 c1b2 d7f6 ,Qxf3 d4 Ne4 f5 Bxf8 fxe4 Qf4 e3+ Ke2 Rd8 Be7 d3+ Kxe3 Nf6 Bxf6 Rf8 Qc7 Rxf6 Kxd3 Rf7 Qd8+ Kg7 Qh4 Kg8 g4 Kg7 Qe1 Kg8 h3 Rd7+ Kc2 Rf7 Qb4 Kg7 Qc3+ Kg8 Qb3 Kg7 Kd3 Rf3+ Ke4 Rxb3 Ke5 Ra3 Kd6 Rxa4 Kc7 Rxa5 Kxb7 Rb5+ Kxc6 Kf6 Kd6 Kg5 Kc6 Kh4 Kd6 Kxh3 Kc6 Kxg4 Kc7 h5 Kc6 h4 Kd6 h3 Ke6 h2 Kf6 h1=Q Kxg6 Qf1 Kg7 Rb6 Kh7
2024.11.21,tigerpathan,andrea_spagnolo,0-1,1500,1589,Queen's Pawn Game: Krause Variation,Normal,d2d4 d7d5 g1f3 c7c5 c1f4 c8f5 b1c3 e7e6 d4c5 f8c5 d1d2 g8f6 e1c1 e8g8 e2e3 b8c6 f1d3 f5d3 d2d3 c6b4 d3e2 d8a5 c1b1 f6e4 a2a3 e4c3 b2c3 b4c6 c3c4 c5a3 c4d5 a5b4 b1a1 b4b2,d4 d5 Nf3 c5 Bf4 Bf5 Nc3 e6 dxc5 Bxc5 Qd2 Nf6 O-O-O O-O e3 Nc6 Bd3 Bxd3 Qxd3 Nb4 Qe2 Qa5 Kb1 Ne4 a3 Nxc3+ bxc3 Nc6 c4 Bxa3 cxd5 Qb4+ Ka1 Qb2#,"['0:10:00', '0:10:00', '0:09:56', '0:09:58', '0:09:42', '0:09:53', '0:09:32', '0:09:49', '0:09:06', '0:09:47', '0:08:38', '0:09:35', '0:08:35', '0:09:33', '0:08:24', '0:09:22', '0:08:22', '0:09:08', '0:08:13', '0:08:58', '0:07:35', '0:08:49', '0:06:24', '0:08:31', '0:06:01', '0:07:56', '0:05:58', '0:07:50', '0:05:10', '0:07:46', '0:03:58', '0:07:24', '0:03:25', '0:07:24']","[23, 31, 21, 33, 2, 78, 39, 55, 71, 142, -47, -49, -123, -124, -144, -123, -119, -129, -136, -37, -87, -77, -312, -311, -352, -362, -367, -355, -432, -409, -9998, -9999, -9999, -10000]",d2d4 d7d5 g1f3 c7c5 c1f4 c8f5 b1c3 e7e6 d4c5 f8c5 d1d2 g8f6 e1c1 e8g8 e2e3 b8c6 f1d3 f5d3 d2d3 c6b4 ,,d3e2 d8a5 c1b1 f6e4 a2a3 e4c3 b2c3 b4c6 c3c4 c5a3 c4d5 a5b4 b1a1 b4b2,d2d4 d7d5 g1f3 c7c5 c1f4 c8f5 b1c3 e7e6 d4c5 f8c5 d1d2 g8f6 e1c1 e8g8 e2e3 b8c6 f1d3 f5d3 d2d3 c6b4 ,
2024.11.20,andrea_spagnolo,jay319,0-1,1601,1609,"English Opening: King's English Variation, Two Knights Variation, Smyslov System",Normal,c2c4 g8f6 b1c3 e7e5 g2g3 f8b4 f1g2 c7c6 g1f3 d7d6 d2d3 e5e4 d3e4 f6e4 d1d4 e4c3 b2c3 b4c5 d4g7 h8f8 c1h6 d6d5 f3e5 c8e6 a1d1 b8d7 c4d5 c6d5 g2d5 d8f6 d5e6 f6f2 e1d2 d7e5 g7e5 a8d8 e6d7 e8d7 d2c1 d7c8 d1d8 f8d8 h6g5 c5a3 c1b1 f2b6 b1c2 b6b2,c4 Nf6 Nc3 e5 g3 Bb4 Bg2 c6 Nf3 d6 d3 e4 dxe4 Nxe4 Qd4 Nxc3 bxc3 Bc5 Qxg7 Rf8 Bh6 d5 Ne5 Be6 Rd1 Nd7 cxd5 cxd5 Bxd5 Qf6 Bxe6 Qxf2+ Kd2 Nxe5 Qxe5 Rd8+ Bd7+ Kxd7 Kc1+ Kc8 Rxd8+ Rxd8 Bg5 Ba3+ Kb1 Qb6+ Kc2 Qb2#,"['0:10:00', '0:10:00', '0:09:59', '0:09:58', '0:09:58', '0:09:56', '0:09:24', '0:09:54', '0:09:16', '0:09:51', '0:09:08', '0:09:43', '0:08:59', '0:09:41', '0:08:33', '0:09:14', '0:08:26', '0:08:58', '0:08:24', '0:08:52', '0:08:06', '0:08:28', '0:07:52', '0:08:23', '0:06:50', '0:08:09', '0:06:31', '0:08:07', '0:06:04', '0:07:51', '0:05:28', '0:07:24', '0:05:04', '0:07:15', '0:04:36', '0:07:12', '0:04:21', '0:07:03', '0:04:16', '0:07:00', '0:04:06', '0:06:57', '0:03:37', '0:06:52', '0:03:28', '0:06:42', '0:03:17', '0:06:40']","[24, 27, 15, 12, 14, 9, 19, 32, 23, 16, 15, 81, 86, 120, 117, 347, 370, 369, 361, 377, 358, 483, 394, 437, 520, 505, 528, 537, 535, 529, 483, 584, 635, 768, 802, 865, 700, 740, 492, 571, 266, 266, 177, 255, -9997, -9998, -9999, -10000]",c2c4 g8f6 b1c3 e7e5 g2g3 f8b4 f1g2 c7c6 g1f3 d7d6 d2d3 e5e4 d3e4 f6e4 d1d4 e4c3 b2c3 b4c5 d4g7 h8f8 ,f8d8 h6g5 c5a3 c1b1 f2b6 b1c2 b6b2,c1h6 d6d5 f3e5 c8e6 a1d1 b8d7 c4d5 c6d5 g2d5 d8f6 d5e6 f6f2 e1d2 d7e5 g7e5 a8d8 e6d7 e8d7 d2c1 d7c8 d1d8,c2c4 g8f6 b1c3 e7e5 g2g3 f8b4 f1g2 c7c6 g1f3 d7d6 d2d3 e5e4 d3e4 f6e4 d1d4 e4c3 b2c3 b4c5 d4g7 h8f8 ,Rxd8 Bg5 Ba3+ Kb1 Qb6+ Kc2 Qb2#
2024.11.20,kartoffel-fee,andrea_spagnolo,1-0,1540,1628,Hungarian Opening,Normal,g2g3 d7d5 f1g2 g8f6 d2d4 c8f5 c2c3 e7e6 c1g5 f8e7 b1d2 h7h6 g5f6 e7f6 f2f3 b8d7 e2e4 f5g6 g1e2 d8e7 e4e5 f6g5 f3f4 g5f4 e2f4 g6f5 e1g1 e8c8 d2b3 f7f6 e5f6 g7f6 f1e1 e6e5 f4d5 e7e6 b3c5 d7c5 d4c5 c7c6 d5f4 d8d1 f4e6 d1e1 a1e1 f5e6 a2a4 h8d8 b2b4 d8d2 e1c1 c8c7 a4a5 b7b6 a5b6 a7b6 c5b6 c7b6 h2h4 e6d5 g2d5 c6d5 g1f1 b6b5 c1a1 d2c2 a1a5 b5c4 a5a3 c2c3 a3c3 c4c3 b4b5 d5d4 b5b6 d4d3 f1e1 c3c2 b6b7 d3d2 e1f2 d2d1q b7b8q d1d2 f2f3 d2d3 f3g4 d3g6 g4h3 g6f5 h3g2 c2d3 b8b1,g3 d5 Bg2 Nf6 d4 Bf5 c3 e6 Bg5 Be7 Nd2 h6 Bxf6 Bxf6 f3 Nd7 e4 Bg6 Ne2 Qe7 e5 Bg5 f4 Bxf4 Nxf4 Bf5 O-O O-O-O Nb3 f6 exf6 gxf6 Re1 e5 Nxd5 Qe6 Nc5 Nxc5 dxc5 c6 Nf4 Rxd1 Nxe6 Rxe1+ Rxe1 Bxe6 a4 Rd8 b4 Rd2 Rc1 Kc7 a5 b6 axb6+ axb6 cxb6+ Kxb6 h4 Bd5 Bxd5 cxd5 Kf1 Kb5 Ra1 Rc2 Ra5+ Kc4 Ra3 Rxc3 Rxc3+ Kxc3 b5 d4 b6 d3 Ke1 Kc2 b7 d2+ Kf2 d1=Q b8=Q Qd2+ Kf3 Qd3+ Kg4 Qg6+ Kh3 Qf5+ Kg2 Kd3 Qb1+,"['0:10:00', '0:10:00', '0:09:59', '0:09:57', '0:09:57', '0:09:55', '0:09:56', '0:09:54', '0:09:53', '0:09:52', '0:09:52', '0:09:41', '0:09:50', '0:09:41', '0:09:44', '0:09:39', '0:09:43', '0:09:35', '0:09:40', '0:09:32', '0:09:37', '0:09:29', '0:09:34', '0:09:18', '0:09:31', '0:09:11', '0:09:22', '0:09:10', '0:09:19', '0:09:09', '0:09:12', '0:09:09', '0:08:57', '0:09:07', '0:08:52', '0:08:44', '0:08:46', '0:08:37', '0:08:42', '0:08:30', '0:08:31', '0:08:17', '0:08:29', '0:08:16', '0:08:28', '0:08:14', '0:08:22', '0:08:12', '0:08:18', '0:08:09', '0:08:16', '0:07:59', '0:08:14', '0:07:53', '0:08:09', '0:07:53', '0:08:06', '0:07:53', '0:08:03', '0:07:47', '0:08:00', '0:07:47', '0:07:56', '0:07:45', '0:07:48', '0:07:35', '0:07:44', '0:07:33', '0:07:35', '0:07:31', '0:07:33', '0:07:30', '0:07:32', '0:07:29', '0:07:31', '0:07:28', '0:07:30', '0:07:26', '0:07:28', '0:07:26', '0:07:25', '0:07:14', '0:07:24', '0:07:11', '0:07:19', '0:06:58', '0:07:16', '0:06:47', '0:07:13', '0:06:42', '0:07:10', '0:06:23', '0:07:06']","[14, 15, -29, 17, 12, 10, -42, -29, -40, -16, -43, 14, 20, 16, -100, -57, -59, -36, -53, 208, 221, 283, 298, 453, 434, 464, 467, 571, 400, 472, 438, 501, 421, 597, 581, 741, 253, 266, 165, 139, -10, -7, 1, 3, 0, 1, -3, 0, -6, 16, -120, 11, -45, 3, 0, -3, -9, -2, -41, 1, 2, 1, -162, -165, -175, -30, -23, -5, -241, -81, -96, -87, -87, -89, -87, -76, -129, -126, -130, -142, -146, -135, -130, -127, -237, -116, -293, -106, -106, -130, -146, 799, 883]",g2g3 d7d5 f1g2 g8f6 d2d4 c8f5 c2c3 e7e6 c1g5 f8e7 b1d2 h7h6 g5f6 e7f6 f2f3 b8d7 e2e4 f5g6 g1e2 d8e7 ,d1e1 a1e1 f5e6 a2a4 h8d8 b2b4 d8d2 e1c1 c8c7 a4a5 b7b6 a5b6 a7b6 c5b6 c7b6 h2h4 e6d5 g2d5 c6d5 g1f1 b6b5 c1a1 d2c2 a1a5 b5c4 a5a3 c2c3 a3c3 c4c3 b4b5 d5d4 b5b6 d4d3 f1e1 c3c2 b6b7 d3d2 e1f2 d2d1q b7b8q d1d2 f2f3 d2d3 f3g4 d3g6 g4h3 g6f5 h3g2 c2d3 b8b1,e4e5 f6g5 f3f4 g5f4 e2f4 g6f5 e1g1 e8c8 d2b3 f7f6 e5f6 g7f6 f1e1 e6e5 f4d5 e7e6 b3c5 d7c5 d4c5 c7c6 d5f4 d8d1 f4e6,g2g3 d7d5 f1g2 g8f6 d2d4 c8f5 c2c3 e7e6 c1g5 f8e7 b1d2 h7h6 g5f6 e7f6 f2f3 b8d7 e2e4 f5g6 g1e2 d8e7 ,Rxe1+ Rxe1 Bxe6 a4 Rd8 b4 Rd2 Rc1 Kc7 a5 b6 axb6+ axb6 cxb6+ Kxb6 h4 Bd5 Bxd5 cxd5 Kf1 Kb5 Ra1 Rc2 Ra5+ Kc4 Ra3 Rxc3 Rxc3+ Kxc3 b5 d4 b6 d3 Ke1 Kc2 b7 d2+ Kf2 d1=Q b8=Q Qd2+ Kf3 Qd3+ Kg4 Qg6+ Kh3 Qf5+ Kg2 Kd3 Qb1+
2024.11.18,MysterDhanvin10,andrea_spagnolo,1-0,1604,1642,Slav Defense,Normal,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 c1f4 c8f5 f4b8 a8b8 c4d5 c6d5 e2e3 e7e6 g1f3 f8b4 f1b5 f6d7 f3e5 e8g8 e5d7 d8a5 b5a4 b4c3 b2c3 a5c3 e1e2 f5d3 d1d3,d4 d5 c4 c6 Nc3 Nf6 Bf4 Bf5 Bxb8 Rxb8 cxd5 cxd5 e3 e6 Nf3 Bb4 Bb5+ Nd7 Ne5 O-O Nxd7 Qa5 Ba4 Bxc3+ bxc3 Qxc3+ Ke2 Bd3+ Qxd3,"['0:10:00', '0:10:00', '0:09:59', '0:09:55', '0:09:57', '0:09:53', '0:09:55', '0:09:49', '0:09:52', '0:09:37', '0:09:51', '0:09:35', '0:09:50', '0:09:33', '0:09:49', '0:09:29', '0:09:47', '0:09:21', '0:09:44', '0:09:03', '0:09:40', '0:08:57', '0:09:30', '0:08:52', '0:09:28', '0:08:49', '0:09:18', '0:08:40', '0:09:15']","[22, 23, 23, 29, 22, 31, -33, 36, -37, -27, -42, -25, -31, 9, -26, 530, -67, 229, 227, 351, 361, 371, 278, 296, 287, 302, 294, 711, 725]",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 c1f4 c8f5 f4b8 a8b8 c4d5 c6d5 e2e3 e7e6 g1f3 f8b4 f1b5 f6d7 f3e5 e8g8 ,,e5d7 d8a5 b5a4 b4c3 b2c3 a5c3 e1e2 f5d3 d1d3,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 c1f4 c8f5 f4b8 a8b8 c4d5 c6d5 e2e3 e7e6 g1f3 f8b4 f1b5 f6d7 f3e5 e8g8 ,
2024.11.15,onkflap2000,andrea_spagnolo,1-0,1697,1653,Slav Defense,Normal,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 c1g5 e7e6 e2e3 f8e7 g1f3 h7h6 g5h4 b8d7 f1d3 e8g8 a2a3 c6c5 e1g1 c5d4 f3d4 b7b6 c4d5 f6d5 h4e7 d8e7 c3d5 e6d5 d3c2 c8b7 d1d3 d7c5 d3h7,d4 d5 c4 c6 Nc3 Nf6 Bg5 e6 e3 Be7 Nf3 h6 Bh4 Nbd7 Bd3 O-O a3 c5 O-O cxd4 Nxd4 b6 cxd5 Nxd5 Bxe7 Qxe7 Nxd5 exd5 Bc2 Bb7 Qd3 Nc5 Qh7#,"['0:10:00', '0:10:00', '0:09:59', '0:09:57', '0:09:58', '0:09:55', '0:09:57', '0:09:47', '0:09:55', '0:09:45', '0:09:53', '0:09:44', '0:09:51', '0:09:41', '0:09:50', '0:09:38', '0:09:48', '0:09:37', '0:09:42', '0:09:34', '0:09:40', '0:09:30', '0:09:21', '0:09:25', '0:09:20', '0:09:24', '0:08:56', '0:09:20', '0:08:55', '0:09:17', '0:08:52', '0:09:16', '0:08:50']","[24, 26, 25, 32, 30, 25, -40, 42, 39, 43, 42, 48, 37, 34, 15, 28, 2, 9, 11, 18, 14, 283, 218, 347, 40, 62, 58, 58, 23, 63, 24, 9999, 10000]",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 c1g5 e7e6 e2e3 f8e7 g1f3 h7h6 g5h4 b8d7 f1d3 e8g8 a2a3 c6c5 e1g1 c5d4 ,,f3d4 b7b6 c4d5 f6d5 h4e7 d8e7 c3d5 e6d5 d3c2 c8b7 d1d3 d7c5 d3h7,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 c1g5 e7e6 e2e3 f8e7 g1f3 h7h6 g5h4 b8d7 f1d3 e8g8 a2a3 c6c5 e1g1 c5d4 ,
2024.11.14,andrea_spagnolo,isignal,0-1,1666,1680,Queen's Pawn Game: Accelerated London System,Normal,d2d4 d7d5 c1f4 c8f5 g1f3 e7e6 e2e3 f8d6 f4g3 g8f6 b1d2 e8g8 f3e5 b8d7 d2f3 f6e4 f1d3 e4g3 h2g3 f5d3 d1d3 d7f6 g3g4 f6e4 e1c1 d6e7 f3d2 f7f5 f2f3 e4f2 h1h7 f2d3 c2d3 g8h7 d1h1 h7g8 e3e4 e7g5 e4f5,d4 d5 Bf4 Bf5 Nf3 e6 e3 Bd6 Bg3 Nf6 Nbd2 O-O Ne5 Nbd7 Ndf3 Ne4 Bd3 Nxg3 hxg3 Bxd3 Qxd3 Nf6 g4 Ne4 O-O-O Be7 Nd2 f5 f3 Nf2 Rxh7 Nxd3+ cxd3 Kxh7 Rh1+ Kg8 e4 Bg5 exf5,"['0:10:00', '0:10:00', '0:09:59', '0:09:57', '0:09:55', '0:09:56', '0:09:52', '0:09:49', '0:09:45', '0:09:45', '0:09:43', '0:09:33', '0:09:40', '0:09:13', '0:09:38', '0:08:58', '0:09:30', '0:08:54', '0:09:27', '0:08:21', '0:09:27', '0:08:17', '0:09:18', '0:06:54', '0:08:57', '0:06:13', '0:08:46', '0:05:12', '0:08:36', '0:05:00', '0:07:58', '0:04:30', '0:07:55', '0:04:27', '0:07:53', '0:04:24', '0:07:39', '0:04:04', '0:07:27']","[21, 26, 16, 34, 18, 17, 13, 10, 5, -5, -5, 4, -17, -1, -30, -34, -47, 19, 23, 39, 43, 16, 9, 88, -124, 145, 131, 126, -130, -155, -518, -558, -553, -576, -579, -583, -601, -671, -680]",d2d4 d7d5 c1f4 c8f5 g1f3 e7e6 e2e3 f8d6 f4g3 g8f6 b1d2 e8g8 f3e5 b8d7 d2f3 f6e4 f1d3 e4g3 h2g3 f5d3 ,,d1d3 d7f6 g3g4 f6e4 e1c1 d6e7 f3d2 f7f5 f2f3 e4f2 h1h7 f2d3 c2d3 g8h7 d1h1 h7g8 e3e4 e7g5 e4f5,d2d4 d7d5 c1f4 c8f5 g1f3 e7e6 e2e3 f8d6 f4g3 g8f6 b1d2 e8g8 f3e5 b8d7 d2f3 f6e4 f1d3 e4g3 h2g3 f5d3 ,
2024.11.14,Cicuta,andrea_spagnolo,1-0,1719,1679,Italian Game: Giuoco Piano,Normal,e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 d7d6 h2h3 g8f6 f1e1 e8g8 c2c3 a7a6 c4b3 c6e7 d2d3 c7c6 b1d2 d6d5 e4d5 c6d5 f3e5 f8e8 d3d4 c5d6 d2f3 b7b5 c1g5 f6d7 e5d7 c8d7 g5e7 e8e7 b3d5 a8a7 f3e5 d6e5 d4e5 e7e8 f2f4 d7e6 d5e6 d8b6 g1h1 b6e6 d1d6 e6f5 d6c6 a7a8 e1f1 f5c2 f4f5 c2b2 e5e6 f7e6 f5e6 a8c8 c6a6 c8c3 e6e7 c3c7 a6e6 g8h8 f1f8 e8f8 e7f8r,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 h3 Nf6 Re1 O-O c3 a6 Bb3 Ne7 d3 c6 Nbd2 d5 exd5 cxd5 Nxe5 Re8 d4 Bd6 Ndf3 b5 Bg5 Nd7 Nxd7 Bxd7 Bxe7 Rxe7 Bxd5 Ra7 Ne5 Bxe5 dxe5 Re8 f4 Be6 Bxe6 Qb6+ Kh1 Qxe6 Qd6 Qf5 Qc6 Raa8 Rf1 Qc2 f5 Qxb2 e6 fxe6 fxe6 Rac8 Qxa6 Rxc3 e7 Rc7 Qe6+ Kh8 Rf8+ Rxf8 exf8=R#,"['0:10:00', '0:10:00', '0:09:58', '0:09:57', '0:09:56', '0:09:52', '0:09:53', '0:09:49', '0:09:51', '0:09:48', '0:09:32', '0:09:40', '0:09:31', '0:09:37', '0:09:27', '0:09:28', '0:09:25', '0:09:26', '0:09:15', '0:09:24', '0:09:08', '0:09:21', '0:09:04', '0:08:59', '0:09:02', '0:08:56', '0:08:59', '0:08:32', '0:08:56', '0:08:05', '0:08:48', '0:07:56', '0:08:39', '0:07:54', '0:08:39', '0:07:26', '0:08:35', '0:07:23', '0:08:27', '0:06:23', '0:08:24', '0:06:19', '0:08:10', '0:06:16', '0:08:07', '0:06:14', '0:07:59', '0:06:06', '0:07:37', '0:05:45', '0:07:29', '0:05:42', '0:07:22', '0:05:26', '0:07:20', '0:05:19', '0:07:18', '0:05:10', '0:07:13', '0:05:05', '0:07:09', '0:04:15', '0:07:04', '0:04:09', '0:07:04', '0:04:06', '0:07:04']","[34, 26, 27, 32, 28, 34, 26, 25, 24, 16, 9, 6, -23, 46, 38, 145, 42, 85, 36, 219, 221, 209, 212, 216, 210, 201, 219, 240, 269, 638, 308, 438, 312, 341, 317, 343, 347, 331, 322, 356, 229, 350, 292, 372, 310, 281, 206, 284, 293, 315, 216, 204, 188, 185, 184, 186, 217, 217, 109, 396, 407, 9997, 9998, 9998, 9999, 9999, 10000]",e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 d7d6 h2h3 g8f6 f1e1 e8g8 c2c3 a7a6 c4b3 c6e7 d2d3 c7c6 b1d2 d6d5 ,b6e6 d1d6 e6f5 d6c6 a7a8 e1f1 f5c2 f4f5 c2b2 e5e6 f7e6 f5e6 a8c8 c6a6 c8c3 e6e7 c3c7 a6e6 g8h8 f1f8 e8f8 e7f8r,e4d5 c6d5 f3e5 f8e8 d3d4 c5d6 d2f3 b7b5 c1g5 f6d7 e5d7 c8d7 g5e7 e8e7 b3d5 a8a7 f3e5 d6e5 d4e5 e7e8 f2f4 d7e6 d5e6 d8b6 g1h1,e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 e1g1 d7d6 h2h3 g8f6 f1e1 e8g8 c2c3 a7a6 c4b3 c6e7 d2d3 c7c6 b1d2 d6d5 ,Qxe6 Qd6 Qf5 Qc6 Raa8 Rf1 Qc2 f5 Qxb2 e6 fxe6 fxe6 Rac8 Qxa6 Rxc3 e7 Rc7 Qe6+ Kh8 Rf8+ Rxf8 exf8=R#
